County,Agency,Year,Months Reported,Index Total,Violent Total,Murder,Rape,Robbery,Aggravated Assault,Property Total,Burglary,Larceny,Motor Vehicle Theft,Region
Onondaga,Cicero Town PD,2015,12,340,15,0,0,5,10,325,36,278,11,Non-New York City
Onondaga,County Total,2015,,11574,1500,24,149,432,895,10074,1850,7785,439,Non-New York City
Onondaga,DeWitt Town PD,2015,7,456,22,0,0,11,11,434,43,385,6,Non-New York City
Onondaga,Geddes Town PD,2015,12,247,7,0,0,1,6,240,25,210,5,Non-New York City
Onondaga,Jordan Vg PD,2015,12,2,0,0,0,0,0,2,0,2,0,Non-New York City
Onondaga,Liverpool Vg PD,2015,12,34,2,0,0,0,2,32,3,28,1,Non-New York City
Onondaga,Manlius Town PD,2015,12,417,11,0,1,2,8,406,61,336,9,Non-New York City
Onondaga,Marcellus Vg PD,2015,12,9,0,0,0,0,0,9,3,6,0,Non-New York City
Onondaga,North Syracuse Vg PD,2015,12,80,7,0,1,1,5,73,7,65,1,Non-New York City
Onondaga,Onondaga County Park PD,2015,12,18,0,0,0,0,0,18,1,17,0,Non-New York City
Onondaga,Onondaga County Park Rangers,2015,12,19,0,0,0,0,0,19,2,17,0,Non-New York City
Onondaga,Onondaga County Sheriff,2015,12,2111,187,2,32,31,122,1924,311,1564,49,Non-New York City
Onondaga,Onondaga County State Police,2015,12,832,61,0,32,7,22,771,96,646,29,Non-New York City
Onondaga,Skaneateles Vg PD,2015,12,35,0,0,0,0,0,35,3,31,1,Non-New York City
Onondaga,Solvay Vg PD,2015,12,130,18,0,0,7,11,112,28,81,3,Non-New York City
Onondaga,SUNY Police - Environmental Science,2015,12,25,0,0,0,0,0,25,0,25,0,Non-New York City
Onondaga,SUNY Police - Upstate Medical,2015,12,84,0,0,0,0,0,84,5,78,1,Non-New York City
Onondaga,Syracuse City PD,2015,12,6229,1142,22,77,359,684,5087,1194,3577,316,Non-New York City
Ontario,Canandaigua City PD,2015,12,248,36,1,11,3,21,212,33,172,7,Non-New York City
Ontario,County Total,2015,,1835,144,1,54,23,66,1691,352,1314,25,Non-New York City
Ontario,Geneva City PD,2015,12,413,29,0,5,12,12,384,98,284,2,Non-New York City
Ontario,Ontario County Park PD,2015,12,3,0,0,0,0,0,3,0,3,0,Non-New York City
Ontario,Ontario County Sheriff,2015,12,903,55,0,23,6,26,848,174,663,11,Non-New York City
Ontario,Ontario County State Police,2015,12,268,24,0,15,2,7,244,47,192,5,Non-New York City
Orange,Blooming Grove Town PD,2015,12,80,4,0,1,0,3,76,16,53,7,Non-New York City
Orange,Chester Town PD,2015,12,24,8,0,0,0,8,16,3,11,2,Non-New York City
Orange,Chester Vg PD,2015,12,81,7,0,0,2,5,74,7,67,0,Non-New York City
Orange,Cornwall Town PD,2015,12,40,5,0,0,1,4,35,11,23,1,Non-New York City
Orange,Cornwall-on-Hudson Vg PD,2015,12,11,1,0,0,1,0,10,3,7,0,Non-New York City
Orange,County Total,2015,,7244,918,6,144,218,550,6326,862,5280,184,Non-New York City
Orange,Crawford Town PD,2015,12,96,7,0,1,1,5,89,28,58,3,Non-New York City
Orange,Deerpark Town PD,2015,12,105,8,0,2,1,5,97,27,68,2,Non-New York City
Orange,Florida Vg PD,2015,12,33,1,0,0,0,1,32,2,30,0,Non-New York City
Orange,Goshen Town PD,2015,12,50,2,0,1,0,1,48,9,39,0,Non-New York City
Orange,Goshen Vg PD,2015,12,59,3,0,1,1,1,56,9,45,2,Non-New York City
Orange,Greenwood Lake Vg PD,2015,12,31,3,0,0,0,3,28,5,22,1,Non-New York City
Orange,Harriman Vg PD,2015,12,40,4,0,0,0,4,36,3,29,4,Non-New York City
Orange,Highland Falls Vg PD,2015,12,52,2,0,1,0,1,50,12,38,0,Non-New York City
Orange,Highlands Town PD,2015,12,15,3,0,0,0,3,12,0,12,0,Non-New York City
Orange,Maybrook Vg PD,2015,12,2,1,0,0,0,1,1,0,1,0,Non-New York City
Orange,Middletown City PD,2015,12,796,113,0,11,34,68,683,121,540,22,Non-New York City
Orange,Monroe Vg PD,2015,12,162,4,0,0,1,3,158,16,140,2,Non-New York City
Orange,Montgomery Town PD,2015,12,65,10,0,0,2,8,55,15,37,3,Non-New York City
Orange,Montgomery Vg PD,2015,12,24,3,0,0,0,3,21,4,17,0,Non-New York City
Orange,Mount Hope Town PD,2015,12,45,1,0,0,0,1,44,7,37,0,Non-New York City
Orange,New Windsor Town PD,2015,12,476,35,0,1,3,31,441,64,365,12,Non-New York City
Orange,Newburgh City PD,2015,12,1209,412,4,19,128,261,797,211,543,43,Non-New York City
Orange,Newburgh Town PD,2015,12,1067,30,0,4,12,14,1037,59,959,19,Non-New York City
Orange,Orange County MTA,2015,12,8,0,0,0,0,0,8,0,8,0,Non-New York City
Orange,Orange County Park PD,2015,12,3,0,0,0,0,0,3,0,3,0,Non-New York City
Orange,Orange County Sheriff,2015,12,20,10,0,0,1,9,10,0,9,1,Non-New York City
Orange,Orange County State Police,2015,12,980,137,2,84,8,43,843,86,731,26,Non-New York City
Orange,Port Jervis City PD,2015,12,287,34,0,4,9,21,253,32,218,3,Non-New York City
Orange,Tuxedo Town PD,2015,12,1,0,0,0,0,0,1,1,0,0,Non-New York City
Orange,Walden Vg PD,2015,12,93,10,0,2,0,8,83,3,79,1,Non-New York City
Orange,Wallkill Town PD,2015,12,596,42,0,7,11,24,554,66,470,18,Non-New York City
Orange,Warwick Town PD,2015,12,157,9,0,2,0,7,148,25,117,6,Non-New York City
Orange,Washingtonville Vg PD,2015,12,40,3,0,1,0,2,37,3,32,2,Non-New York City
Orange,Woodbury Town PD,2015,12,496,6,0,2,2,2,490,14,472,4,Non-New York City
Orleans,Albion Vg PD,2015,12,181,14,0,4,3,7,167,22,142,3,Non-New York City
Orleans,County Total,2015,,673,69,0,21,3,45,604,143,442,19,Non-New York City
Orleans,Holley Vg PD,2015,12,60,6,0,1,0,5,54,7,46,1,Non-New York City
Orleans,Medina Vg PD,2015,12,135,8,0,4,0,4,127,27,98,2,Non-New York City
Orleans,Orleans County Park PD,2015,12,2,0,0,0,0,0,2,0,2,0,Non-New York City
Orleans,Orleans County Sheriff,2015,12,209,22,0,8,0,14,187,68,110,9,Non-New York City
Orleans,Orleans County State Police,2015,12,86,19,0,4,0,15,67,19,44,4,Non-New York City
Oswego,Central Square Vg PD,2015,12,58,2,0,0,1,1,56,3,51,2,Non-New York City
Oswego,County Total,2015,,2374,251,2,126,26,97,2123,507,1565,51,Non-New York City
Oswego,Fulton City PD,2015,12,449,22,0,1,5,16,427,79,348,0,Non-New York City
Oswego,Oswego City PD,2015,12,559,65,0,19,10,36,494,125,362,7,Non-New York City
Oswego,Oswego County Park PD,2015,12,1,0,0,0,0,0,1,0,1,0,Non-New York City
Oswego,Oswego County Sheriff,2015,12,408,45,0,24,4,17,363,109,242,12,Non-New York City
Oswego,Oswego County State Police,2015,12,766,111,2,76,6,27,655,172,454,29,Non-New York City
Oswego,Phoenix Vg PD,2015,12,23,2,0,2,0,0,21,9,12,0,Non-New York City
Oswego,Pulaski Vg PD,2015,12,30,0,0,0,0,0,30,4,25,1,Non-New York City
Oswego,SUNY Police - Oswego,2015,12,80,4,0,4,0,0,76,6,70,0,Non-New York City
Otsego,Cooperstown Vg PD,2015,12,16,1,1,0,0,0,15,1,14,0,Non-New York City
Otsego,County Total,2015,,841,78,2,42,6,28,763,141,600,22,Non-New York City
Otsego,Oneonta City PD,2015,12,287,24,0,7,6,11,263,62,197,4,Non-New York City
Otsego,Otsego County Sheriff,2015,12,87,6,0,2,0,4,81,25,49,7,Non-New York City
Otsego,Otsego County State Police,2015,12,408,44,1,30,0,13,364,50,304,10,Non-New York City
Otsego,SUNY Police - Oneonta,2015,12,43,3,0,3,0,0,40,3,36,1,Non-New York City
Putnam,Brewster Vg PD,2015,12,17,7,0,0,0,7,10,1,9,0,Non-New York City
Putnam,Carmel Town PD,2015,12,164,7,0,0,1,6,157,29,112,16,Non-New York City
Putnam,County Total,2015,,589,43,0,12,3,28,546,89,430,27,Non-New York City
Putnam,Kent Town PD,2015,12,48,2,0,2,0,0,46,7,39,0,Non-New York City
Putnam,Putnam County MTA,2015,12,5,0,0,0,0,0,5,0,5,0,Non-New York City
Putnam,Putnam County Sheriff,2015,12,276,18,0,8,2,8,258,37,217,4,Non-New York City
Putnam,Putnam County State Police,2015,12,79,9,0,2,0,7,70,15,48,7,Non-New York City
Queens,County Total,2015,12,35920,9854,60,468,3270,6056,26066,3396,20400,2270,New York City
Region Total,Region Total,2015,,179948,50088,352,2244,16946,30546,129860,14098,108376,7386,New York City
Rensselaer,County Total,2015,,4200,547,10,56,175,306,3653,677,2824,152,Non-New York City
Rensselaer,East Greenbush Town PD,2015,12,390,19,0,2,5,12,371,25,342,4,Non-New York City
Rensselaer,Hoosick Falls Vg PD,2015,12,44,9,0,0,1,8,35,3,31,1,Non-New York City
Rensselaer,Nassau Vg PD,2015,12,5,2,0,0,0,2,3,2,1,0,Non-New York City
Rensselaer,North Greenbush Town PD,2015,12,235,10,1,1,2,6,225,17,199,9,Non-New York City
Rensselaer,Rensselaer City PD,2015,12,154,20,0,2,8,10,134,30,102,2,Non-New York City
Rensselaer,Rensselaer County Park PD,2015,12,6,1,0,0,1,0,5,1,4,0,Non-New York City
Rensselaer,Rensselaer County Sheriff,2015,12,302,12,0,0,3,9,290,43,241,6,Non-New York City
Rensselaer,Rensselaer County State Police,2015,12,492,37,0,26,2,9,455,107,324,24,Non-New York City
Rensselaer,Rensselaer Poly Tech Police,2015,12,40,0,0,0,0,0,40,0,40,0,Non-New York City
Rensselaer,Schodack Town PD,2015,12,91,9,0,0,4,5,82,16,64,2,Non-New York City
Rensselaer,Troy City PD,2015,12,2441,428,9,25,149,245,2013,433,1476,104,Non-New York City
Richmond,County Total,2015,12,6465,1651,14,94,456,1087,4814,557,4038,219,New York City
Rockland,Clarkstown Town PD,2015,12,1528,109,2,9,34,64,1419,78,1309,32,Non-New York City
Rockland,County Total,2015,,3764,483,4,62,123,294,3281,291,2895,95,Non-New York City
Rockland,Haverstraw Town PD,2015,12,393,49,0,4,17,28,344,51,284,9,Non-New York City
Rockland,Orangetown Town PD,2015,12,327,30,0,4,12,14,297,28,264,5,Non-New York City
Rockland,Piermont Vg PD,2015,12,18,1,0,0,0,1,17,4,11,2,Non-New York City
Rockland,Ramapo Town PD,2015,12,700,80,1,14,9,56,620,65,525,30,Non-New York City
Rockland,Rockland County Park PD,2015,12,13,0,0,0,0,0,13,1,12,0,Non-New York City
Rockland,Rockland County Sheriff,2015,12,42,19,0,1,0,18,23,1,19,3,Non-New York City
Rockland,Rockland County State Police,2015,12,32,17,0,12,1,4,15,0,15,0,Non-New York City
Rockland,South Nyack-Grand View PD,2015,12,27,5,0,1,2,2,22,6,16,0,Non-New York City
Rockland,Spring Valley Vg PD,2015,12,524,156,1,17,45,93,368,32,325,11,Non-New York City
Rockland,Stony Point Town PD,2015,12,84,7,0,0,0,7,77,15,60,2,Non-New York City
Rockland,Suffern Vg PD,2015,12,76,10,0,0,3,7,66,10,55,1,Non-New York City
Saratoga,Ballston Spa Vg PD,2015,12,88,5,0,0,2,3,83,16,64,3,Non-New York City
Saratoga,County Total,2015,,2851,259,0,81,24,154,2592,361,2173,58,Non-New York City
Saratoga,Mechanicville City PD,2015,12,78,10,0,1,1,8,68,15,52,1,Non-New York City
Saratoga,Saratoga County Park PD,2015,12,19,3,0,0,0,3,16,0,16,0,Non-New York City
Saratoga,Saratoga County Sheriff,2015,12,1080,75,0,16,5,54,1005,178,806,21,Non-New York City
Saratoga,Saratoga County State Police,2015,12,865,91,0,47,6,38,774,66,689,19,Non-New York City
Saratoga,Saratoga Springs City PD,2015,12,606,58,0,11,9,38,548,67,469,12,Non-New York City
Saratoga,South Glens Falls Vg PD,2015,12,65,14,0,5,1,8,51,9,41,1,Non-New York City
Saratoga,Stillwater Town PD,2015,12,17,0,0,0,0,0,17,3,14,0,Non-New York City
Saratoga,Waterford Town and Vg PD,2015,12,33,3,0,1,0,2,30,7,22,1,Non-New York City
Schenectady,County Total,2015,,4622,668,10,78,176,404,3954,623,3166,165,Non-New York City
Schenectady,Glenville Town PD,2015,12,452,11,0,2,2,7,441,28,406,7,Non-New York City
Schenectady,Niskayuna Town PD,2015,12,327,11,0,1,6,4,316,46,260,10,Non-New York City
Schenectady,Rotterdam Town PD,2015,12,944,28,0,3,8,17,916,60,846,10,Non-New York City
Schenectady,Schenectady City PD,2015,12,2634,596,10,68,155,363,2038,464,1446,128,Non-New York City
Schenectady,Schenectady County Sheriff,2015,12,12,1,0,0,0,1,11,1,9,1,Non-New York City
Schenectady,Schenectady County State Police,2015,12,70,8,0,3,1,4,62,6,52,4,Non-New York City
Schenectady,Scotia Vg PD,2015,12,183,13,0,1,4,8,170,18,147,5,Non-New York City
Schoharie,Cobleskill Vg PD,2015,12,179,3,0,2,0,1,176,10,166,0,Non-New York City
Schoharie,County Total,2015,,402,38,1,20,0,17,364,63,289,12,Non-New York City
Schoharie,Schoharie County Sheriff,2015,12,41,7,0,6,0,1,34,9,24,1,Non-New York City
Schoharie,Schoharie County State Police,2015,12,156,23,1,9,0,13,133,40,83,10,Non-New York City
Schoharie,Schoharie Vg PD,2015,12,1,0,0,0,0,0,1,0,1,0,Non-New York City
Schoharie,SUNY Police - Cobleskill,2015,12,25,5,0,3,0,2,20,4,15,1,Non-New York City
Schuyler,County Total,2015,,149,14,0,9,2,3,135,20,114,1,Non-New York City
Schuyler,Schuyler County Park PD,2015,12,2,0,0,0,0,0,2,0,2,0,Non-New York City
Schuyler,Schuyler County Sheriff,2015,12,31,3,0,1,0,2,28,8,20,0,Non-New York City
Schuyler,Schuyler County State Police,2015,12,40,8,0,7,1,0,32,6,26,0,Non-New York City
Schuyler,Watkins Glen Vg PD,2015,12,76,3,0,1,1,1,73,6,66,1,Non-New York City
Seneca,County Total,2015,,730,62,0,17,6,39,668,108,539,21,Non-New York City
Seneca,Interlaken Vg PD,2015,12,1,0,0,0,0,0,1,0,1,0,Non-New York City
Seneca,Seneca County Park PD,2015,12,6,0,0,0,0,0,6,0,5,1,Non-New York City
Seneca,Seneca County Sheriff,2015,12,72,7,0,0,0,7,65,13,48,4,Non-New York City
Seneca,Seneca County State Police,2015,12,153,26,0,9,0,17,127,26,99,2,Non-New York City
Seneca,Seneca Falls Town PD,2015,12,331,18,0,6,4,8,313,39,268,6,Non-New York City
Seneca,Waterloo Vg PD,2015,12,167,11,0,2,2,7,156,30,118,8,Non-New York City
St Lawrence,Canton Vg PD,2015,12,35,2,0,1,1,0,33,6,27,0,Non-New York City
St Lawrence,County Total,2015,,1671,143,2,53,14,74,1528,279,1220,29,Non-New York City
St Lawrence,Gouverneur Vg PD,2015,2,29,0,0,0,0,0,29,4,25,0,Non-New York City
St Lawrence,Massena Vg PD,2015,12,467,20,0,3,6,11,447,57,379,11,Non-New York City
St Lawrence,Norfolk Town PD,2015,12,6,3,0,0,0,3,3,0,3,0,Non-New York City
St Lawrence,Ogdensburg City PD,2015,12,360,34,0,2,2,30,326,61,262,3,Non-New York City
St Lawrence,Potsdam Vg PD,2015,12,149,3,1,1,0,1,146,14,130,2,Non-New York City
St Lawrence,St Lawrence County Park PD,2015,12,10,0,0,0,0,0,10,0,10,0,Non-New York City
St Lawrence,St Lawrence County Sheriff,2015,12,29,9,0,1,1,7,20,2,17,1,Non-New York City
St Lawrence,St Lawrence County State Police,2015,12,491,69,1,42,4,22,422,126,286,10,Non-New York City
St Lawrence,SUNY Police - Canton,2015,12,32,1,0,1,0,0,31,1,29,1,Non-New York City
St Lawrence,SUNY Police - Potsdam,2015,12,63,2,0,2,0,0,61,8,52,1,Non-New York City
Steuben,Addison Vg PD,2015,12,30,1,0,1,0,0,29,1,28,0,Non-New York City
Steuben,Bath Vg PD,2015,12,151,8,0,1,1,6,143,18,124,1,Non-New York City
Steuben,Canisteo Vg PD,2015,12,15,2,0,0,0,2,13,2,11,0,Non-New York City
Steuben,Cohocton Town PD,2015,8,6,0,0,0,0,0,6,3,3,0,Non-New York City
Steuben,Corning City PD,2015,12,423,65,0,21,4,40,358,61,288,9,Non-New York City
Steuben,County Total,2015,,1584,189,1,79,12,97,1395,205,1159,31,Non-New York City
Steuben,Hammondsport Vg PD,2015,12,6,0,0,0,0,0,6,1,5,0,Non-New York City
Steuben,Hornell City PD,2015,12,118,2,0,1,0,1,116,3,113,0,Non-New York City
Steuben,Painted Post Vg PD,2015,12,53,5,0,2,1,2,48,7,40,1,Non-New York City
Steuben,Steuben County Sheriff,2015,12,132,21,1,8,1,11,111,27,80,4,Non-New York City
Steuben,Steuben County State Police,2015,12,632,84,0,45,5,34,548,81,451,16,Non-New York City
Steuben,Wayland Vg PD,2015,12,18,1,0,0,0,1,17,1,16,0,Non-New York City
Suffolk,Amityville Vg PD,2015,12,136,5,0,0,4,1,131,8,122,1,Non-New York City
Suffolk,Asharoken Vg PD,2015,12,1,0,0,0,0,0,1,0,1,0,Non-New York City
Suffolk,County Total,2015,,24496,2010,25,167,732,1086,22486,2591,18649,1246,Non-New York City
Suffolk,East Hampton Town PD,2015,12,312,9,0,2,0,7,303,51,246,6,Non-New York City
Suffolk,East Hampton Vg PD,2015,12,52,0,0,0,0,0,52,5,46,1,Non-New York City
Suffolk,Huntington Bay Vg PD,2015,12,6,0,0,0,0,0,6,0,6,0,Non-New York City
Suffolk,Lloyd Harbor Vg PD,2015,12,14,0,0,0,0,0,14,0,13,1,Non-New York City
Suffolk,Nissequogue Vg PD,2015,12,10,0,0,0,0,0,10,0,9,1,Non-New York City
Suffolk,Northport Vg PD,2015,12,60,4,0,0,1,3,56,6,49,1,Non-New York City
Suffolk,Ocean Beach Vg PD,2015,12,15,0,0,0,0,0,15,1,14,0,Non-New York City
Suffolk,Quogue Vg PD,2015,12,30,0,0,0,0,0,30,3,26,1,Non-New York City
Suffolk,Riverhead Town PD,2015,12,947,75,0,1,33,41,872,116,742,14,Non-New York City
Suffolk,Sag Harbor Vg PD,2015,12,52,1,0,0,1,0,51,2,49,0,Non-New York City
Suffolk,Shelter Island Town PD,2015,12,28,1,0,0,0,1,27,4,23,0,Non-New York City
Suffolk,Southampton Town PD,2015,12,807,58,0,10,7,41,749,151,574,24,Non-New York City
Suffolk,Southampton Vg PD,2015,12,98,3,0,0,1,2,95,6,88,1,Non-New York City
Suffolk,Southold Town PD,2015,12,339,20,0,1,2,17,319,84,228,7,Non-New York City
Suffolk,Suffolk County MTA,2015,12,70,6,0,0,2,4,64,4,58,2,Non-New York City
Suffolk,Suffolk County Park PD,2015,12,109,1,0,0,0,1,108,6,102,0,Non-New York City
Suffolk,Suffolk County PD,2015,12,20933,1737,25,140,677,895,19196,2109,15906,1181,Non-New York City
Suffolk,Suffolk County Sheriff,2015,12,59,59,0,0,0,59,0,0,0,0,Non-New York City
Suffolk,Suffolk County State Police,2015,12,56,18,0,11,3,4,38,6,28,4,Non-New York City
Suffolk,SUNY Police - Farmingdale,2015,12,33,2,0,1,0,1,31,2,29,0,Non-New York City
Suffolk,SUNY Police - Stony Brook,2015,12,292,10,0,1,1,8,282,22,259,1,Non-New York City
Suffolk,Westhampton Beach Vg PD,2015,12,37,1,0,0,0,1,36,5,31,0,Non-New York City
Sullivan,County Total,2015,,1331,171,1,64,15,91,1160,333,806,21,Non-New York City
Sullivan,Fallsburg Town PD,2015,12,130,17,0,3,2,12,113,42,66,5,Non-New York City
Sullivan,Liberty Vg PD,2015,12,185,24,0,5,3,16,161,28,131,2,Non-New York City
Sullivan,Monticello Vg PD,2015,12,234,31,0,2,6,23,203,56,146,1,Non-New York City
Sullivan,Sullivan County Park PD,2015,12,1,0,0,0,0,0,1,0,1,0,Non-New York City
Sullivan,Sullivan County Sheriff,2015,12,357,18,1,3,2,12,339,78,259,2,Non-New York City
Sullivan,Sullivan County State Police,2015,12,418,81,0,51,2,28,337,126,200,11,Non-New York City
Sullivan,Woodridge Vg PD,2015,6,6,0,0,0,0,0,6,3,3,0,Non-New York City
Tioga,County Total,2015,,460,54,1,23,6,24,406,82,305,19,Non-New York City
Tioga,Owego Vg PD,2015,12,130,12,1,2,3,6,118,9,104,5,Non-New York City
Tioga,Tioga County Sheriff,2015,12,204,18,0,7,2,9,186,52,126,8,Non-New York City
Tioga,Tioga County State Police,2015,12,113,20,0,14,1,5,93,20,68,5,Non-New York City
Tioga,Waverly Vg PD,2015,12,13,4,0,0,0,4,9,1,7,1,Non-New York City
Tompkins,Cayuga Heights Vg PD,2015,12,21,0,0,0,0,0,21,7,14,0,Non-New York City
Tompkins,Cornell University Police,2015,12,277,3,0,2,0,1,274,21,252,1,Non-New York City
Tompkins,County Total,2015,,2296,147,0,55,32,60,2149,324,1788,37,Non-New York City
Tompkins,Dryden Vg PD,2015,12,69,4,0,1,1,2,65,8,57,0,Non-New York City
Tompkins,Groton Vg PD,2015,12,50,3,0,2,1,0,47,8,39,0,Non-New York City
Tompkins,Ithaca City PD,2015,12,969,55,0,14,17,24,914,124,776,14,Non-New York City
Tompkins,Ithaca College PD,2015,12,113,5,0,4,1,0,108,13,95,0,Non-New York City
Tompkins,Tompkins County Park PD,2015,12,18,0,0,0,0,0,18,0,18,0,Non-New York City
Tompkins,Tompkins County Sheriff,2015,12,395,24,0,7,5,12,371,78,280,13,Non-New York City
Tompkins,Tompkins County State Police,2015,12,290,50,0,24,6,20,240,60,171,9,Non-New York City
Tompkins,Trumansburg Vg PD,2015,12,94,3,0,1,1,1,91,5,86,0,Non-New York City
Ulster,Ashokan PCT (NYC-DEPP),2015,12,3,0,0,0,0,0,3,0,3,0,Non-New York City
Ulster,County Total,2015,,3011,304,0,96,41,167,2707,421,2214,72,Non-New York City
Ulster,Ellenville Vg PD,2015,12,106,6,0,1,1,4,100,30,67,3,Non-New York City
Ulster,Kingston City PD,2015,12,731,71,0,13,30,28,660,98,549,13,Non-New York City
Ulster,Lloyd Town PD,2015,12,101,9,0,1,0,8,92,13,77,2,Non-New York City
Ulster,Marlborough Town PD,2015,12,89,10,0,2,0,8,79,15,62,2,Non-New York City
Ulster,New Paltz Town and Vg PD,2015,12,222,35,0,6,3,26,187,19,164,4,Non-New York City
Ulster,Olive Town PD,2015,12,15,0,0,0,0,0,15,4,11,0,Non-New York City
Ulster,Plattekill Town PD,2015,12,71,10,0,0,1,9,61,16,44,1,Non-New York City
Ulster,Rosendale Town PD,2015,12,34,1,0,0,0,1,33,5,27,1,Non-New York City
Ulster,Saugerties Town PD,2015,12,184,8,0,0,1,7,176,34,138,4,Non-New York City
Ulster,Shandaken Town PD,2015,12,38,3,0,0,0,3,35,7,27,1,Non-New York City
Ulster,Shawangunk Town PD,2015,12,88,6,0,1,0,5,82,18,56,8,Non-New York City
Ulster,SUNY Police - New Paltz,2015,12,36,1,0,1,0,0,35,0,35,0,Non-New York City
Ulster,Ulster County Park PD,2015,12,2,0,0,0,0,0,2,0,2,0,Non-New York City
Ulster,Ulster County Sheriff,2015,12,273,41,0,14,1,26,232,39,181,12,Non-New York City
Ulster,Ulster County State Police,2015,12,563,90,0,54,2,34,473,99,358,16,Non-New York City
Ulster,Ulster Town PD,2015,12,387,9,0,2,2,5,378,11,362,5,Non-New York City
Ulster,Woodstock Town PD,2015,12,68,4,0,1,0,3,64,13,51,0,Non-New York City
Warren,Bolton Town PD,2015,12,17,1,0,0,0,1,16,2,13,1,Non-New York City
Warren,County Total,2015,,1087,108,1,51,11,45,979,121,845,13,Non-New York City
Warren,Glens Falls City PD,2015,12,272,36,0,11,3,22,236,27,203,6,Non-New York City
Warren,Warren County Sheriff,2015,12,569,36,1,16,6,13,533,74,459,0,Non-New York City
Warren,Warren County State Police,2015,12,229,35,0,24,2,9,194,18,170,6,Non-New York City
Washington,Cambridge Vg PD,2015,12,23,4,0,2,0,2,19,5,12,2,Non-New York City
Washington,County Total,2015,,605,91,1,28,1,61,514,92,408,14,Non-New York City
Washington,Fort Edward Vg PD,2015,12,15,10,0,0,0,10,5,2,2,1,Non-New York City
Washington,Granville Vg PD,2015,12,32,6,0,1,0,5,26,7,19,0,Non-New York City
Washington,Greenwich Vg PD,2015,12,14,1,0,0,0,1,13,0,13,0,Non-New York City
Washington,Hudson Falls Vg PD,2015,12,111,21,0,12,1,8,90,11,79,0,Non-New York City
Washington,Washington County Park PD,2015,12,1,0,0,0,0,0,1,0,1,0,Non-New York City
Washington,Washington County Sheriff,2015,12,222,14,1,7,0,6,208,38,165,5,Non-New York City
Washington,Washington County State Police,2015,12,158,25,0,5,0,20,133,25,102,6,Non-New York City
Washington,Whitehall Vg PD,2015,12,29,10,0,1,0,9,19,4,15,0,Non-New York City
Wayne,Clyde Vg PD,2015,12,32,1,0,0,1,0,31,4,26,1,Non-New York City
Wayne,County Total,2015,,1642,203,2,79,24,98,1439,353,1038,48,Non-New York City
Wayne,Lyons Vg PD,2015,11,118,19,0,2,6,11,99,15,83,1,Non-New York City
Wayne,Macedon Town and Vg PD,2015,12,116,2,0,1,0,1,114,14,100,0,Non-New York City
Wayne,Newark Vg PD,2015,12,305,33,0,5,4,24,272,64,199,9,Non-New York City
Wayne,Palmyra Vg PD,2015,12,30,3,0,0,0,3,27,7,20,0,Non-New York City
Wayne,Sodus Point Vg PD,2015,12,3,1,0,0,0,1,2,0,2,0,Non-New York City
Wayne,Sodus Vg PD,2015,12,19,1,0,1,0,0,18,0,18,0,Non-New York City
Wayne,Wayne County Sheriff,2015,12,447,66,2,22,8,34,381,104,263,14,Non-New York City
Wayne,Wayne County State Police,2015,12,568,77,0,48,5,24,491,145,323,23,Non-New York City
Wayne,Wolcott Vg PD,2015,12,4,0,0,0,0,0,4,0,4,0,Non-New York City
Westchester,Ardsley Vg PD,2015,12,31,0,0,0,0,0,31,5,25,1,Non-New York City
Westchester,Bedford Town PD,2015,12,86,5,1,1,0,3,81,15,66,0,Non-New York City
Westchester,Briarcliff Manor Vg PD,2015,12,32,0,0,0,0,0,32,7,25,0,Non-New York City
Westchester,Bronxville Vg PD,2015,12,33,3,0,0,3,0,30,11,18,1,Non-New York City
Westchester,Buchanan Vg PD,2015,12,2,0,0,0,0,0,2,0,2,0,Non-New York City
Westchester,County Total,2015,,12235,2146,17,169,739,1221,10089,1306,8101,682,Non-New York City
Westchester,Croton-Kensico PCT (NYC-DEPP),2015,12,2,0,0,0,0,0,2,0,2,0,Non-New York City
Westchester,Croton-On-Hudson Vg PD,2015,12,31,4,0,1,1,2,27,0,27,0,Non-New York City
Westchester,Dobbs Ferry Vg PD,2015,12,99,9,0,1,1,7,90,13,74,3,Non-New York City
Westchester,Eastchester Town PD,2015,12,177,6,0,0,4,2,171,10,152,9,Non-New York City
Westchester,Elmsford Vg PD,2015,12,33,5,0,0,2,3,28,6,20,2,Non-New York City
Westchester,Greenburgh Town PD,2015,12,679,49,0,11,17,21,630,52,541,37,Non-New York City
Westchester,Harrison Town PD,2015,12,115,4,2,1,0,1,111,4,106,1,Non-New York City
Westchester,Hastings-on-Hudson Vg PD,2015,12,60,5,0,1,0,4,55,6,47,2,Non-New York City
Westchester,Irvington Vg PD,2015,12,25,1,0,0,0,1,24,4,18,2,Non-New York City
Westchester,Larchmont Vg PD,2015,12,67,4,0,0,2,2,63,13,46,4,Non-New York City
Westchester,Lewisboro Town PD,2015,12,2,0,0,0,0,0,2,0,2,0,Non-New York City
Westchester,Mamaroneck Town PD,2015,12,105,8,0,1,3,4,97,14,80,3,Non-New York City
Westchester,Mamaroneck Vg PD,2015,12,143,6,0,0,3,3,137,22,111,4,Non-New York City
Westchester,Mount Kisco Vg PD,2015,5,58,7,0,0,2,5,51,13,38,0,Non-New York City
Westchester,Mount Pleasant Town PD,2015,12,211,17,0,3,5,9,194,21,171,2,Non-New York City
